id,hour,app,app_cat,times
B9395C0E3366FC59AE3340076BA221A9,19,QQ,通讯聊天,2
E58B229BEA1AFFEE794EC801D8B34293,7,高德地图,便捷生活,1
F6B2D56D885619FB22C140E360D512A9,1,今日头条,综合资讯,1
BCED6C7FCD2339AA31F5B6DF9246D068,0,百度搜索,实用工具,17
D8F75BE0472D1CC0E86957EB6FF50812,3,微信,通讯聊天,6
DAE60EAEB361EE15B8957D4F68E57B3D,17,微信,通讯聊天,12
ED6FE2708592B774A97A10EB8FCE9681,12,微信,通讯聊天,90
B5D18782E69C0DE1D4BA0FF6769885B3,16,腾讯视频,视频服务,2
C47A4731825D3BE58D8E33A53473C0D5,16,开心消消乐,游戏服务,1
CBA449B12CC3A014E71E2CE0B25D47A4,19,腾讯视频,视频服务,33
E0A187E471DAF0F2A4F95AB0CA9AB020,14,大众点评网,美食外卖,66
F24904BB4BAB2183DE0D80BF236C3649,19,微信,通讯聊天,10
FD7722B2DEBB8614B0017874C8C45527,8,大众点评网,美食外卖,5
CDAF753B04E29535A98CF450C2382691,19,微信,通讯聊天,40
FA3FD7A9A2027203593CBF3BA9097820,13,新浪微博,社交网络,35
D871B076C273B50F13E5916D79B54A1B,11,腾讯视频,视频服务,3
E5F51B7CBD3AAA9182A7EBE38918A8BE,8,支付宝,金融理财,1
DE95B4692B777D211917995DF54D3DDF,15,百度搜索,实用工具,9
E65D043ED6003A9EC162A4C810D3401C,11,新浪微博,社交网络,1
BBC91CCACBB3276C375C6F3E971D041D,9,微信,通讯聊天,4
D8F5C5CA313D159C396A07A9606A4905,20,支付宝,金融理财,3
D9CDC713B81FB0E879343B24EAB80F73,8,微信,通讯聊天,6
BF43ADA7A83F5F84A2BB48C885EADC32,10,QQ,通讯聊天,31
B69C6A9BC3197593681A433855C51F78,9,Keep,健康医疗,2
CEB57E50BA03336D29F2835CA68070A0,11,墨迹天气,便捷生活,1
F9D553C1F720E45CE3A37F5927FC0561,17,开心消消乐,游戏服务,2
EE79C77D0FB4BD83D27393DFDB862C68,13,QQ,通讯聊天,5
B9E473EF837D7A79ED3E203D18BB7002,11,百度搜索,实用工具,6
DE60A4DF9DC1758AC3AD1FF6472AFED1,17,大众点评网,美食外卖,1
FBF6AA4AFDDEF0B8B614830520837391,11,微信,通讯聊天,7
DB453A2152EA34E0A87F956C9C289C8B,17,腾讯视频,视频服务,76
F06591A25B9755341DCBDC053B5C5D12,13,百度搜索,实用工具,1
EAF41A619E8A3905FA2700D685B5B4DF,13,腾讯视频,视频服务,1
F2A9AF8BD2C6D9DEF98431303BDAFB7B,17,QQ,通讯聊天,1
FC2C0A9B88C6222E3E5218BE95AEEE73,18,QQ,通讯聊天,1
FBA97729C93C1C828B7EBEF21AFCE7F4,8,QQ,通讯聊天,1
EA1A5C01C2CE8C4847FCAF7C9F98EDFF,11,大众点评网,美食外卖,1
CBF41DE3A1ED44FCBFDAF23337F71ED9,10,开心消消乐,游戏服务,1
EC1E91AF127B4168A3CEDB850C287551,14,开心消消乐,游戏服务,2
D68CF17218A013DC4ED2F7126B9C6A6D,6,开心消消乐,游戏服务,1
F06F93B179CF103FE16683FD7A428FD3,10,新浪微博,社交网络,18
D5E1013D672219D4527747EE7A6267F1,10,支付宝,金融理财,19
EA2B5C79812C565BDDB4C0330429B299,10,开心消消乐,游戏服务,1
D35481DCE8A2CEA97C56D3163D4BF35A,16,微信,通讯聊天,20
B45EE2D83401369F8F181660C9BB0D23,22,百度搜索,实用工具,5
C1D9C9B93052FBCD5B5FCDDCCE37AFC1,12,大众点评网,美食外卖,1
BF0596A94CD61355D95557C465FF8545,21,微信,通讯聊天,1
C203121268B5F1064E91348DE057A0D2,23,微信,通讯聊天,74
D6F29FE37283333AB65E8EE7F0F785E1,9,开心消消乐,游戏服务,1
DF5543A60EF2720A3F06D1D04BDEC27C,9,蘑菇街,电子商务,4
D554751571399A8D2565E07806B66DBE,12,微信,通讯聊天,6
D49FB9EE3572A214FE77BC3980DA5D4A,19,支付宝,金融理财,3
F99D33975923C00DE516E4196E63AA8D,11,百度搜索,实用工具,8
E24E3EF55B9AA4277A43CA239FE3183D,20,微信,通讯聊天,6
FE0F4F0D7B34F1BA192F232D3A75A680,7,微信,通讯聊天,12
EF9866C86A999C34C88EB7160B592617,15,腾讯视频,视频服务,121
FC72E0B97AAC24B63E250698E657B813,23,58同城,便捷生活,23
DF81614B94CD5C098BF89EA2F6063CC9,21,今日头条,综合资讯,6
CABDFBF6C299C8062E3D4BD391945953,11,今日头条,综合资讯,181
B8D844FE1B6F2FBB034F661765062D31,1,微信,通讯聊天,2
B7FA4F125E26FBF83DFE100976DE7ECE,13,今日头条,综合资讯,9
F51207498F6879F1B348EA0EE7AF1C5D,11,微信,通讯聊天,9
C85FA0FC14BEEB78CF407683472D15A3,8,腾讯视频,视频服务,11
CAE48A5461AA1241DBF7030F5F7FD7EA,16,微信,通讯聊天,6
E462AF2AB7BA6C503D0EB0C4FDDE7FA8,18,百度搜索,实用工具,2
F7494E7B005C12EA181880C32281C54D,6,微信,通讯聊天,3
C37E6209FCE649F4A9DF4E586BA00D2B,6,微信,通讯聊天,2
C1298663BAA9ED20BF05E076809DACF1,9,微信,通讯聊天,74
D65285C4EB295EBADB6C875ABE4D8470,18,开心消消乐,游戏服务,2
D52FD34499D04B0F3555B2635D9FCF42,11,微信,通讯聊天,1
C6656E978D6761E8B70836158081CD61,13,微信,通讯聊天,2
E1EEB5D201F3A593C27A43B7F57E554C,4,支付宝,金融理财,15
C1B651EF25D1F36EBEA5056F78FA33ED,16,百度搜索,实用工具,21
DE55DD7040FF7EB492FF017AFF652A34,13,微信,通讯聊天,2
C30FDFF31063F47376292D61E63F225A,3,百度搜索,实用工具,12
BE56C8E0C8B05157D355086486383CDA,20,QQ,通讯聊天,6
D8181D33EF8D2BAC513423398F28E798,10,Keep,健康医疗,1
B456554FDDF981361DB340D2023C56AA,16,搜狗输入法,实用工具,74
B8BFF5418FAFEF636406945C64721FAA,17,百度搜索,实用工具,6
C52FF383A2959FA2D46B8A4B7ACAA015,20,腾讯视频,视频服务,44
B68F470EC51FB8EC9A6DC4042C8B9F85,12,微信,通讯聊天,2
D9779B4069E9EA0339BEC30B2F856A34,11,微信,通讯聊天,2
CDDC86550A16FFEA59F2569411582340,11,QQ,通讯聊天,2
CE2B2CE4639201B8EDF8C04C30496452,23,微信,通讯聊天,1
B4EA731D91CF750A64D046330CF309C3,14,QQ,通讯聊天,2
CD28674CA35BE30AB30E5B2F5266CDA3,21,开心消消乐,游戏服务,1
DF7C3B99D770AB9BE2B3C8A1C5161862,8,支付宝,金融理财,16
